id,name,bodyPart,target,muscle_group,equipment,instructions,tutorial_url,icon,description,difficulty level,difficulty reason
222,cable side bend,waist,abs,obliques,cable,"Stand with your feet shoulder-width apart and grasp the cable handle with one hand.
Keep your back straight and your core engaged.
Slowly bend sideways at the waist, lowering the cable handle towards your knee.
Pause for a moment, then return to the starting position.
Repeat on the other side.
Alternate sides for the desired number of repetitions.",https://v2.exercisedb.io/image/m0Za9UbMD9Mi2a,None,"Cable side bends target the oblique muscles on the sides of the abdomen, helping to strengthen the core and improve lateral stability. They also enhance waist definition and can aid in overall trunk endurance.",Intermediate,"It requires cable equipment and unilateral core control, making it suitable for intermediate trainees."
221,cable side bend crunch (bosu ball),waist,abs,obliques,cable,"Stand with your feet shoulder-width apart, holding a cable handle in one hand.
Place the other hand on your hip.
Engage your core and slowly bend sideways towards the hand holding the cable, keeping your back straight.
Pause for a moment at the bottom of the movement, then slowly return to the starting position.
Repeat for the desired number of repetitions, then switch sides.",https://v2.exercisedb.io/image/GAHMVfNVaMYYur,None,"Cable side bend crunches target the obliques and overall abdominal core, helping to strengthen the waist while improving rotational stability and core endurance. This exercise also enhances posture and can aid in better balance when performed on a Bosu ball. The added resistance from the cable intensifies the work on the side abdominal muscles, leading to increased definition and functional strength.",Intermediate,"It uses cable resistance and requires core stability, fitting the intermediate level."
223,cable side crunch,waist,abs,obliques,cable,"Attach a cable handle to a low pulley and stand sideways to the machine.
Grasp the handle with the hand furthest from the machine and place your other hand on your hip.
Keep your feet shoulder-width apart and your knees slightly bent.
With your abs engaged, bend sideways at the waist, bringing your elbow down towards your hip.
Pause for a moment at the bottom, then slowly return to the starting position.
Repeat for the desired number of repetitions, then switch sides.",https://v2.exercisedb.io/image/7T2CigqmOMNAsM,None,"The cable side crunch targets the oblique muscles of the abdominal wall, helping to strengthen the core and improve rotational stability. By adding resistance to the movement, it enhances muscle activation and promotes better posture and functional strength.",Intermediate,"It uses a cable for resistance, fitting the intermediate level of basic equipment exercises."
1717,cable squat row (with rope attachment),back,lats,"biceps, rhomboids, rear deltoids",cable,"Attach a rope to a cable machine at waist height.
Stand facing the cable machine with your feet shoulder-width apart.
Bend your knees and lower your body into a squat position, keeping your back straight and chest up.
Grasp the rope with an overhand grip, with your hands shoulder-width apart.
Engage your core and pull the rope towards your body, squeezing your shoulder blades together.
Keep your elbows close to your body and continue pulling until your hands reach your chest.
Pause for a moment at the top of the movement, then slowly release the rope and extend your arms back to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/xNZMKt9wwSiEkp,None,"This cable squat row works the lats, biceps, rhomboids, and rear deltoids while also engaging the core and lower body for stability. It combines a squat with a rowing motion, improving upper back strength, posture, and functional power.",Intermediate,"The exercise requires a cable machine and coordination between lower and upper body, fitting the intermediate level."
1644,cable squatting curl,upper arms,biceps,forearms,cable,"Attach a cable handle to the lowest setting on a cable machine.
Stand facing the machine with your feet shoulder-width apart.
Hold the cable handle with an underhand grip, palms facing up, and arms fully extended.
Lower your body into a squat position, keeping your back straight and knees behind your toes.
As you squat down, curl the cable handle towards your shoulders, keeping your elbows close to your sides.
Pause for a moment at the top of the curl, squeezing your biceps.
Slowly lower the cable handle back to the starting position, fully extending your arms.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/ULJnwknCpqNCwt,None,"The cable squatting curl works the biceps and forearms while also engaging the quadriceps, glutes, and core for stability. It improves arm strength, grip endurance, and lower body power in a single movement.",Intermediate,"It requires coordination of upper and lower body, making it more challenging than isolated biceps curls but still accessible with standard cable equipment."
224,cable standing back wrist curl,lower arms,forearms,"biceps, brachialis",cable,"Stand facing a cable machine with your feet shoulder-width apart.
Hold the cable handle with an overhand grip, palms facing down.
Keep your arms straight and your elbows close to your sides.
Slowly curl your wrists upward, bringing the cable handle towards your body.
Pause for a moment at the top, then slowly lower the cable handle back to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/gB1FEHuT0bkkvF,None,"Cable standing back wrist curls target the forearm muscles, especially the brachialis and the extensor group, helping to strengthen wrist flexion and improve grip strength. They also aid in developing a balanced forearm and enhancing wrist stability for daily activities and athletic performance.",Intermediate,"It requires cable equipment and controlled wrist movement, fitting the intermediate category."
1375,cable standing calf raise,lower legs,calves,"hamstrings, glutes",cable,"Stand facing a cable machine with your feet shoulder-width apart.
Hold onto the cable machine handles or attach a cable ankle strap to your ankles.
Raise your heels off the ground by extending your ankles as high as possible.
Pause for a moment at the top, then slowly lower your heels back down to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/6COY3X2L9nJwVC,None,"The cable standing calf raise targets the gastrocnemius and soleus muscles of the calves, while also engaging the hamstrings and glutes for stability. This exercise improves ankle power, enhances calf definition, and supports lower limb strength and balance during dynamic movements.",Intermediate,"It uses cable resistance and requires basic balance, fitting the intermediate category."
225,cable standing cross-over high reverse fly,shoulders,delts,"trapezius, rhomboids, rear deltoids",cable,"Attach a D-handle to each side of a cable machine at shoulder height.
Stand in the middle of the cable machine with your feet shoulder-width apart.
Grasp the handles with an overhand grip and extend your arms out to the sides, palms facing forward.
Keep a slight bend in your elbows and maintain a straight back throughout the exercise.
Engage your shoulder muscles and squeeze your shoulder blades together as you pull the handles towards the front of your body.
Pause for a moment at the peak of the movement, then slowly return to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/bgiLIhmYN1PzFY,None,"The cable standing cross‑over high reverse fly targets the rear deltoids, trapezius, and rhomboids to strengthen the posterior shoulder girdle and improve posture. By pulling the handles across the body, it also engages the scapular stabilizers for better shoulder joint stability. Consistent training can enhance upper back thickness and reduce shoulder impingement risk.",Intermediate,"It requires a cable machine and basic cable handling skills, making it suitable for those with some equipment experience but not yet advanced."
226,cable standing crunch,waist,abs,obliques,cable,"Attach a cable handle to a high pulley and stand facing away from the machine.
Hold the handle with both hands and place it behind your head, keeping your elbows bent.
Stand with your feet shoulder-width apart and your knees slightly bent.
Keeping your abs engaged, exhale and crunch your torso down towards your knees, bringing your elbows towards your thighs.
Pause for a moment at the bottom of the movement, then slowly return to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/6vcsIHJjl3DC-1,None,"The cable standing crunch targets the abdominal muscles, especially the obliques, by providing constant tension throughout the movement. It improves core stability, rotational strength, and overall trunk control while also enhancing the ability to perform functional movements. Regular practice can help reduce lower back strain and improve posture.",Intermediate,"The exercise uses a cable for progressive resistance and engages the obliques while requiring core stabilization, making it suitable for intermediate lifters."
874,cable standing crunch (with rope attachment),waist,abs,obliques,cable,"Attach a rope to a cable machine at chest height.
Stand facing away from the machine with your feet shoulder-width apart.
Hold the rope with both hands and bring it behind your head, keeping your elbows bent.
Engage your abs and slowly crunch your torso forward, bringing your elbows towards your knees.
Pause for a moment at the top of the crunch, then slowly return to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/khGq2slXxTjXm2,None,"Cable standing crunches target the obliques and rectus abdominis, strengthening the core and improving torso stability. The cable provides constant tension throughout the motion, enhancing muscle activation and supporting better posture.",Intermediate,"It uses a cable machine for resistance and requires coordination to control the rope and torso, fitting the intermediate level."
227,cable standing fly,chest,pectorals,"deltoids, triceps",cable,"Attach the handles to the cables at chest height.
Stand with your feet shoulder-width apart, facing away from the cable machine.
Grasp the handles with an overhand grip, palms facing forward.
Step forward slightly to create tension in the cables.
Keep your core engaged and your back straight throughout the exercise.
With a slight bend in your elbows, slowly bring your arms forward and together in front of your chest.
Squeeze your chest muscles at the peak of the movement.
Slowly reverse the movement, returning your arms to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/jnWrg6rMWjsOf7,None,"Cable standing fly isolates the pectoral muscles, helping to build chest strength and definition while also engaging the deltoids and triceps for stability. It improves upper-body muscular endurance and can enhance overall posture.",Intermediate,"The exercise uses a cable machine for controlled tension and requires coordination, fitting the intermediate level of equipment and movement complexity."
228,cable standing hip extension,upper legs,glutes,"hamstrings, quadriceps",cable,"Attach a cable to a low pulley and stand facing away from the machine.
Place the cable around your ankle and stand with your feet shoulder-width apart.
Keep your core engaged and your back straight throughout the exercise.
Slowly extend your leg straight back, squeezing your glutes at the top of the movement.
Pause for a moment, then return to the starting position.
Repeat for the desired number of repetitions.
Switch sides and repeat with the other leg.",https://v2.exercisedb.io/image/ltwb9mBSdKGwDk,None,"Cable standing hip extension targets the glutes, hamstrings, and quadriceps, helping to build hip strength and improve lower-body power and stability. It also enhances core engagement and balance during unilateral movement, which can benefit athletic performance and everyday functional tasks.",Intermediate,The exercise uses a cable machine and involves a compound hip extension movement that engages multiple muscle groups.
229,cable standing inner curl,upper arms,biceps,forearms,cable,"Stand facing a cable machine with your feet shoulder-width apart.
Grasp the cable handle with an underhand grip, palms facing up.
Keep your elbows close to your sides and your upper arms stationary.
Exhale and curl the cable handle towards your shoulders, contracting your biceps.
Pause for a moment at the top of the movement, squeezing your biceps.
Inhale and slowly lower the cable handle back to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/Eg17oGpzM7xxZw,None,"The cable standing inner curl primarily works the biceps brachii, while also engaging the forearm flexors for a comprehensive upper arm workout. By maintaining constant tension through the cable, it promotes muscle growth and improves peak contraction strength. This exercise also enhances muscular endurance and can help balance the strength between the biceps and forearms.",Intermediate,"It uses a cable machine for resistance and involves a standard biceps curl movement, fitting the intermediate category."
230,cable standing lift,waist,abs,"obliques, lower back",cable,"Stand facing the cable machine with your feet shoulder-width apart.
Hold the cable handle with both hands and position it at waist height.
Engage your core and maintain a straight back throughout the exercise.
Keeping your arms straight, exhale and lift the cable handle up towards your opposite shoulder, rotating your torso.
Pause for a moment at the top, then inhale and slowly lower the cable handle back to the starting position.
Repeat for the desired number of repetitions, then switch sides.",https://v2.exercisedb.io/image/mPqVPNXPYgNzD8,None,"The cable standing lift targets your obliques and lower back, enhancing core strength and rotational power. It involves lifting a cable handle across your body, engaging your core for stability and controlled movement.",Intermediate,This exercise utilizes a cable machine and involves a compound rotational movement that requires core engagement and coordination.
231,cable standing one arm triceps extension,upper arms,triceps,shoulders,cable,"Stand with your feet shoulder-width apart, facing the cable machine.
Hold the cable handle with your right hand, palm facing down, and position your arm so that it is fully extended and parallel to the ground.
Keep your elbow stationary and close to your body.
Slowly bend your elbow, lowering the cable handle towards the back of your head.
Pause for a moment at the bottom of the movement, then extend your arm back to the starting position.
Repeat for the desired number of repetitions, then switch sides and perform the exercise with your left arm.",https://v2.exercisedb.io/image/DdF36tCIYFjnHt,None,"This exercise primarily targets the triceps, helping to build strength and definition in the back of the upper arms. It also improves muscular endurance and control, contributing to overall arm aesthetics and function.",Intermediate,It uses basic gym equipment (cable machine) and is an isolation exercise that requires moderate control and stability.
1376,cable standing one leg calf raise,lower legs,calves,"ankles, feet",cable,"Stand facing a cable machine with your feet shoulder-width apart.
Hold onto the cable machine for support.
Lift one leg off the ground and balance on the other leg.
Slowly raise your heel off the ground, lifting your body up onto your toes.
Pause for a moment at the top, then slowly lower your heel back down to the starting position.
Repeat for the desired number of repetitions, then switch legs.",https://v2.exercisedb.io/image/X44ZHrp0MIzCeT,None,"This exercise targets the gastrocnemius and soleus muscles of the calves, strengthening the ankles and improving foot stability. It also improves single‑leg balance and enhances explosive power for athletic performance.",Advanced,"It requires cable equipment and single‑leg balance, making it a specialized, complex movement."
232,cable standing pulldown (with rope),upper arms,biceps,"forearms, shoulders",cable,"Attach a rope to the cable machine at the highest setting.
Stand facing the machine with your feet shoulder-width apart.
Grasp the rope with an overhand grip, palms facing down.
Keep your back straight and core engaged throughout the exercise.
Pull the rope down towards your thighs, squeezing your biceps.
Pause for a moment at the bottom, then slowly release the rope back up.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/bPIcTItyj7lJ78,None,"The cable standing pulldown with rope targets the biceps while engaging the forearms and shoulders for a comprehensive upper arm workout. It improves muscle strength, definition, and joint stability through controlled, resisted pulling motions. Consistent practice enhances grip endurance and overall upper body functional strength.",Intermediate,"It requires cable equipment and coordination, fitting the intermediate category."
233,cable standing rear delt row (with rope),shoulders,delts,"trapezius, rhomboids, biceps",cable,"Stand facing a cable machine with your feet shoulder-width apart.
Hold the cable attachment with both hands, palms facing each other, and step back to create tension in the cable.
Keep your back straight and your core engaged.
Pull the cable towards your body, squeezing your shoulder blades together.
Pause for a moment at the peak of the movement, then slowly release the cable back to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/mxUN6ey-x5qjMG,None,"This cable standing rear delt row targets the posterior deltoids, trapezius, rhomboids, and biceps, helping to strengthen the upper back and improve shoulder stability. The exercise also promotes balanced shoulder development and enhances posture by engaging scapular retractors.",Intermediate,It requires a cable machine and involves a compound pulling motion that engages multiple upper‑body muscles.
1727,cable standing reverse grip one arm overhead tricep extension,upper arms,triceps,shoulders,cable,"Stand facing away from the cable machine with your feet shoulder-width apart.
Hold the cable handle with an underhand grip and extend your arm overhead, keeping your elbow close to your head.
Keep your upper arm stationary and slowly lower the cable handle behind your head by bending your elbow.
Pause for a moment at the bottom, then extend your arm back to the starting position.
Repeat for the desired number of repetitions, then switch arms.",https://v2.exercisedb.io/image/mNuPPFnWrHPKUO,None,"This cable standing reverse grip one‑arm overhead tricep extension isolates the triceps, helping to build strength and definition in the upper arms while also engaging the shoulders for stability. It improves elbow extension control and can be performed with a manageable resistance for a smooth, controlled motion.",Beginner,"It’s a simple cable isolation movement that requires minimal coordination and can be performed with moderate resistance, making it suitable for those new to strength training."
234,cable standing row (v-bar),back,upper back,"biceps, shoulders",cable,"Stand facing the cable machine with your feet shoulder-width apart.
Grasp the v-bar attachment with an overhand grip, palms facing down.
Keep your back straight and your core engaged.
Pull the v-bar towards your body, squeezing your shoulder blades together.
Pause for a moment at the peak of the movement, then slowly release the tension and return to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/ovMWH86YC0hiCM,None,"The cable standing row with a V‑bar targets the upper back, lats, rear deltoids, and biceps, helping to strengthen the pulling muscles and improve posture. It also engages the core for stability, enhancing overall upper‑body control and functional strength. Consistent use can lead to a thicker, more defined back and better shoulder mechanics.",Intermediate,"It utilizes a cable machine for a compound pulling movement that requires moderate coordination and resistance control, fitting the intermediate level."
235,cable standing shoulder external rotation,shoulders,delts,"rotator cuff, trapezius",cable,"Stand with your feet shoulder-width apart and your knees slightly bent.
Hold the cable handle with your arm extended in front of you, parallel to the ground.
Keep your elbow slightly bent and your shoulder blades pulled back.
Slowly rotate your arm outward, away from your body, while keeping your elbow in the same position.
Pause for a moment at the end of the movement, then slowly return to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/gRKkvpaxlWcn4z,None,"Cable standing shoulder external rotation targets the rotator cuff and posterior deltoids while also engaging the trapezius for shoulder stability. It improves external rotation strength, enhances shoulder joint health, and helps prevent common shoulder injuries by balancing muscular development. Consistent training can lead to better posture and increased performance in overhead movements.",Intermediate,"It requires a cable machine and moderate coordination, fitting the intermediate category."
236,cable standing twist row (v-bar),back,upper back,"biceps, shoulders",cable,"Attach a v-bar attachment to a cable machine at chest height.
Stand facing the cable machine with your feet shoulder-width apart.
Grasp the v-bar with an overhand grip, palms facing down.
Take a step back to create tension in the cable.
Keep your back straight and core engaged throughout the exercise.
Pull the v-bar towards your torso by retracting your shoulder blades and bending your elbows.
As you pull, twist your torso to one side, squeezing your shoulder blades together.
Pause for a moment at the top of the movement, feeling the contraction in your upper back.
Slowly release the tension and return to the starting position, untwisting your torso.
Repeat the movement for the desired number of repetitions, alternating the twisting direction with each rep.",https://v2.exercisedb.io/image/wgV-wLYw2WIGwx,None,"The cable standing twist row targets the upper back, engaging the rhomboids, trapezius, and rear deltoids while also working the biceps and forearms. It improves posture, enhances rotational stability, and builds a strong, well‑balanced upper body. By incorporating a rotational element, it also boosts core engagement and functional movement patterns.",Intermediate,"It requires a cable machine and coordination for the twisting motion, fitting the intermediate category."
1269,cable standing up straight crossovers,chest,pectorals,"deltoids, triceps",cable,"Stand in the middle of a cable machine with your feet shoulder-width apart.
Hold the handles of the cables with your palms facing down and your arms extended straight out to the sides.
Keeping your arms straight, bring your hands together in front of your body, crossing them over each other.
Pause for a moment, then slowly return to the starting position, keeping your arms extended.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/E9BXh2JK52ZhtU,None,"Cable standing up straight crossovers target the pectorals while also engaging the deltoids and triceps for stability. The exercise improves upper chest definition, increases shoulder strength, and enhances the ability to perform pushing movements.",Intermediate,It uses cable equipment and involves a compound movement that requires coordination but is not overly complex or high resistance.
238,cable straight arm pulldown,back,lats,"shoulders, biceps",cable,"Attach a straight bar to the high pulley of a cable machine.
Stand facing the machine with your feet shoulder-width apart.
Grasp the bar with an overhand grip, keeping your arms straight and your palms facing down.
Engage your lats and pull the bar down towards your thighs, keeping your arms straight throughout the movement.
Pause for a moment at the bottom, then slowly return the bar to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/mBrejqupGSrAGv,None,"Cable straight arm pulldowns target the latissimus dorsi to widen the back while also engaging the shoulders and biceps for stability, helping to improve posture and upper body pulling strength.",Intermediate,It uses basic cable equipment and a straightforward pulling motion that requires moderate coordination but not advanced skill.
237,cable straight arm pulldown (with rope),back,lats,"biceps, forearms",cable,"Attach a rope to the cable machine at the highest setting.
Stand facing the machine with your feet shoulder-width apart.
Grasp the rope with both hands, palms facing down.
Extend your arms fully in front of you, keeping your elbows slightly bent.
Engage your lats and slowly pull the rope down towards your thighs, keeping your arms straight.
Pause for a moment at the bottom, then slowly release the tension and return to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/oRTWA9mFJhAnip,None,"The cable straight arm pulldown works the latissimus dorsi to widen the back and improve posture, while also engaging the biceps and forearms for grip strength. This exercise enhances pulling power and helps develop a V‑shaped torso with controlled, isolated movement. It’s ideal for building back thickness and overall upper‑body strength.",Intermediate,"It uses a cable machine and a rope attachment, requiring basic equipment and moderate coordination, fitting the intermediate category."
239,cable straight back seated row,back,upper back,"biceps, forearms, shoulders",cable,"Sit on the cable row machine with your feet flat on the footrests and your knees slightly bent.
Grasp the cable handles with an overhand grip, palms facing down.
Keep your back straight and lean slightly forward from the hips.
Pull the cable handles towards your body, squeezing your shoulder blades together.
Pause for a moment at the peak of the movement, then slowly release the handles back to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/t-hAvilvdY52Xp,None,"This cable straight back seated row targets the upper back, engaging the rhomboids, middle trapezius, and latissimus dorsi while also recruiting the biceps, forearms, and rear deltoids. By pulling the handles with an overhand grip, you strengthen the posterior chain and improve scapular stability, which can help correct posture and reduce upper back strain. Consistent practice also enhances grip endurance and overall pulling power.",Intermediate,"It requires a cable machine and a controlled, compound movement that engages multiple muscle groups simultaneously."
240,cable supine reverse fly,shoulders,delts,"trapezius, rhomboids",cable,"Attach a D-handle to a low pulley cable machine and lie face down on a flat bench.
Grasp the D-handle with each hand, palms facing down, and extend your arms straight out in front of you.
Keeping your arms straight, raise them out to the sides until they are parallel to the floor.
Pause for a moment at the top, then slowly lower your arms back down to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/z8ovCHKO6hi4Zd,None,"The cable supine reverse fly targets the rear deltoids while also engaging the trapezius and rhomboids, helping to strengthen the upper back and improve shoulder stability and posture. This exercise promotes balanced shoulder development and can aid in correcting rounded‑shoulder posture by reinforcing the scapular retractors.",Intermediate,"It requires a cable machine for resistance and involves a controlled, multi‑joint motion that is more involved than basic bodyweight moves but still accessible to most trainees."
2464,cable thibaudeau kayak row,back,lats,"biceps, rhomboids, rear deltoids",cable,"Attach a cable handle to a low pulley and sit facing the machine with your feet flat on the floor.
Grasp the handle with your right hand and extend your arm fully, keeping a slight bend in your elbow.
Lean forward from your hips, keeping your back straight and your abs engaged.
Pull the handle towards your torso by retracting your shoulder blade and bending your elbow, keeping your arm close to your body.
Squeeze your back muscles at the top of the movement, then slowly return to the starting position.
Repeat for the desired number of repetitions, then switch sides and perform with your left arm.",https://v2.exercisedb.io/image/6wL8hfj6FF4qdO,None,"This cable Thibaudeau kayak row engages the lats, biceps, rhomboids, and rear deltoids to strengthen the upper back and improve posture. By pulling the cable with a controlled motion, you develop a wide, muscular back while also enhancing shoulder stability and core engagement.",Intermediate,It’s categorized as intermediate because it uses cable equipment for a compound movement that requires coordination but is not highly technical.
241,cable triceps pushdown (v-bar),upper arms,triceps,forearms,cable,"Attach a v-bar attachment to the cable machine at the highest setting.
Stand facing the cable machine with your feet shoulder-width apart.
Grasp the v-bar with an overhand grip, palms facing down, and your hands shoulder-width apart.
Keep your elbows close to your sides and your upper arms stationary throughout the exercise.
Engage your triceps and exhale as you push the v-bar down until your arms are fully extended.
Pause for a moment at the bottom of the movement, squeezing your triceps.
Inhale as you slowly return the v-bar to the starting position, maintaining control.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/JgLbmRTX2ptBre,None,"Cable triceps pushdown with a V‑bar targets the long and lateral heads of the triceps brachii, helping to build arm strength, improve elbow extension, and enhance muscular definition in the upper arms.",Intermediate,"It requires a cable machine and basic coordination, making it suitable for those with some training experience but not yet at advanced isolation or compound levels."
2405,cable triceps pushdown (v-bar) (with arm blaster),upper arms,triceps,forearms,cable,"Attach a v-bar attachment to the cable machine at the highest setting.
Stand facing the cable machine with your feet shoulder-width apart.
Grasp the v-bar with an overhand grip, palms facing down, and your hands shoulder-width apart.
Keep your elbows close to your sides and your upper arms stationary throughout the exercise.
Engage your triceps and exhale as you push the v-bar down until your arms are fully extended.
Pause for a moment at the bottom of the movement, squeezing your triceps.
Inhale as you slowly return the v-bar to the starting position, maintaining control.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/P3hN3PakLA0c4o,None,"The cable triceps pushdown targets the triceps brachii, engaging all three heads for overall arm strength and size. It also activates the forearm muscles for stability and control. The exercise improves upper arm definition and can be used for both strength and hypertrophy training.",Beginner,"The movement uses a cable machine with a simple overhand grip and minimal coordination, making it suitable for beginners."
242,cable tuck reverse crunch,waist,abs,hip flexors,cable,"Attach a cable to a low pulley and lie down on a mat facing up.
Hold the cable with both hands and extend your arms straight up above your chest.
Bend your knees and lift your legs up, bringing your knees towards your chest.
At the same time, curl your pelvis up towards your chest, lifting your hips off the ground.
Pause for a moment at the top, then slowly lower your legs and hips back down to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/dOnRxFvrBvBdWB,None,"The cable tuck reverse crunch targets the lower abs and hip flexors, engaging the core as you lift your legs and hips toward your chest. It improves abdominal strength, hip flexor flexibility, and helps stabilize the lumbar spine during dynamic movements. This exercise also enhances coordination and control in the core area.",Intermediate,"It requires a cable machine and coordination of core and hip flexors, fitting the intermediate level."
243,cable twist,waist,abs,obliques,cable,"Stand with your feet shoulder-width apart, facing the cable machine.
Hold the cable handle with both hands in front of your chest, keeping your arms slightly bent.
Engage your core and twist your torso to the right, pulling the cable across your body.
Pause for a moment at the end of the movement, feeling the contraction in your abs and obliques.
Slowly return to the starting position, resisting the cable's pull.
Repeat the movement to the left side.
Continue alternating sides for the desired number of repetitions.",https://v2.exercisedb.io/image/3TU49Sm3mGzTrx,None,"Cable twist targets the oblique abdominal muscles by providing constant resistance during torso rotation. It strengthens core stability, improves rotational power, and helps with posture and functional movement.",Intermediate,"Because it uses cable equipment and requires coordination for controlled twisting, making it suitable for those beyond basic bodyweight exercises."
862,cable twist (up-down),waist,abs,"obliques, lower back",cable,"Stand with your feet shoulder-width apart, facing the cable machine.
Hold the cable handle with both hands in front of your chest, keeping your arms slightly bent.
Engage your core and slowly rotate your torso to one side, keeping your hips and legs stable.
Pause for a moment at the end of the rotation, then slowly return to the starting position.
Repeat the rotation to the opposite side.
Continue alternating sides for the desired number of repetitions.",https://v2.exercisedb.io/image/3bxM4MKAiplXn5,None,"Cable twist engages the obliques, lower back, and core stabilizers to improve rotational strength and trunk stability. By rotating the torso against cable resistance, it enhances core endurance, aids in injury prevention, and supports functional movements in daily life.",Intermediate,"It requires a cable machine and coordination to maintain balance, fitting the intermediate level."
244,cable twisting pull,back,lats,"shoulders, biceps",cable,"Attach a cable handle to a low pulley and stand facing the machine.
Grasp the handle with your left hand and step away from the machine, extending your arm fully.
Position your feet shoulder-width apart, with your knees slightly bent.
Keep your back straight and your core engaged throughout the exercise.
Pull the handle towards your body, rotating your torso to the right as you do so.
Squeeze your back muscles at the end of the movement.
Slowly return to the starting position, keeping tension on the cable.
Repeat for the desired number of repetitions, then switch sides and perform with your right hand.",https://v2.exercisedb.io/image/vMECjyPBrrV-aL,None,"Cable twisting pull targets the latissimus dorsi while also engaging the rear deltoids, biceps, and core for rotational stability. It improves upper back thickness and enhances rotational strength for better posture and athletic performance. The exercise also helps develop balanced shoulder and arm strength.",Intermediate,"It requires a cable machine and coordination for a rotational pull, fitting the intermediate category."
1645,cable two arm curl on incline bench,upper arms,biceps,forearms,cable,"Sit on an incline bench with your back against the pad and your feet flat on the ground.
Grasp the cable handles with an underhand grip, palms facing up, and your arms fully extended.
Keeping your upper arms stationary, exhale and curl the handles towards your shoulders while contracting your biceps.
Pause for a moment at the top of the movement, squeezing your biceps.
Inhale and slowly lower the handles back to the starting position, fully extending your arms.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/87HgOccT3kGobu,None,"This cable incline bench two-arm curl targets the biceps brachii and forearm muscles, improving arm strength and peak contraction. By performing the curl on an incline bench, you increase the stretch on the long head of the biceps for better hypertrophy. The cable provides constant tension throughout the range of motion, enhancing muscle activation and endurance.",Intermediate,"It utilizes cable equipment for controlled resistance and focuses on biceps isolation, making it suitable for intermediate lifters."
1728,cable two arm tricep kickback,upper arms,triceps,shoulders,cable,"Stand with your feet shoulder-width apart and knees slightly bent.
Hold the cable handle in each hand with your palms facing inwards and your arms bent at a 90-degree angle.
Keeping your upper arms stationary, extend your forearms backwards until your arms are fully extended.
Pause for a moment, then slowly return to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/STjqGakeE6UrHj,None,"Cable two‑arm tricep kickbacks target the triceps brachii, helping to build strength and definition in the upper arms while also engaging the core for stability. The movement improves elbow extension control and can enhance overall shoulder and arm aesthetics.",Intermediate,"It uses cable equipment and requires coordination of both arms, fitting the intermediate level."
245,cable underhand pulldown,back,lats,"biceps, forearms",cable,"Adjust the cable machine so that the pulldown bar is at a height above your head.
Sit down on the seat and grab the pulldown bar with an underhand grip, hands slightly wider than shoulder-width apart.
Keep your back straight and lean back slightly.
Pull the bar down towards your chest, squeezing your shoulder blades together.
Pause for a moment at the bottom of the movement, then slowly release the bar back up to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/SRhtnRcHGchpMd,None,"The cable underhand pulldown primarily targets the latissimus dorsi, while also engaging the biceps and forearms. This exercise improves upper back strength, enhances shoulder stability, and promotes a V‑shaped torso.",Intermediate,It uses a cable machine for a compound movement that requires coordination but is suitable for most lifters.
1270,cable upper chest crossovers,chest,pectorals,"deltoids, triceps",cable,"Attach the handles to the cables at chest height.
Stand in the center of the cable machine with one foot slightly in front of the other.
Grasp the handles with your palms facing down and your arms extended out to the sides.
Keep a slight bend in your elbows and engage your core.
Pull the cables together in front of your chest, crossing them over each other.
Squeeze your chest muscles at the peak of the movement.
Slowly release the cables back to the starting position.
Repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/JEOrEr60E0en7m,None,"Cable upper chest crossovers target the upper pectoral muscles, helping to develop a fuller chest and improve muscular definition. This exercise also engages the anterior deltoids and triceps for stability and strength, providing a balanced upper body workout.",Intermediate,It requires a cable machine and coordination but is not overly complex or high resistance.
